Order,Family,Species_name,Weight,No_of_datasets,Ln,Pn,Pin,Ls,Ps,pnps,diversity,Pis,log_Pis,L4,P4,Pi4,Range,log_Range,migrant,longevity,log_Longevity,Body_mass,log_Bodymass,BMR,log_BMR,Range_type,No_of_ranges,Area,log_Area,Average_latitude,Latitude,log_Latitude,Latitude_migrants,Average_longitude
Passeriformes,Tyrannidae,Colonia colonus,1071,1,815.33,3,0.0036795,255.67,42,0.0698,-1.156347201,0.16428,-0.784415306,189,17,0.089947,13700000,7.14,nonmigrant,,,16.5,1.217483944,,,1,1,567.5734069,2.754022039,-14.1898759,14.1898759,1.151978597,,-54.37863971
Columbiformes,Columbidae,Columbina passerina,5699.8302,2,1518,1,0.000178943,516,14,0.0667,-1.176091259,0.01286521,-1.89058312,381,8,0.010553523,27300000,7.44,migrant,7.2,0.857332496,33.25,1.52179165,,,,,,,,,,,
Columbiformes,Columbidae,Columbina talpacoti,2550.45,1,774,1,0.00036914,267,2,0.3333,-0.477121255,0.0021402,-2.66954564,205,2,0.0027875,24100000,7.38,migrant,,,22.1,1.344392274,0.413,-0.384049948,1,3,1226.634661,3.088715232,-7.83382117,7.83382117,0.893973653,,-60.4000992
Passeriformes,Muscicapidae,Copsychus malabaricus,3319.845,1,616.67,9,0.0025109,214.33,39,0.225,-0.647817482,0.03869,-1.41240127,165,19,0.025754,13900000,7.14,nonmigrant,7,0.84509804,45.625,1.659202877,0.281,-0.55129368,,,,,,,,,
Passeriformes,Climacteridae,Cormobates leucophaeus,3428.0298,1,751,7,0.0016057,263,26,0.2593,-0.586265724,0.016216,-1.790056264,206,21,0.016419,2610000,6.42,nonmigrant,,,22,1.342422681,,,,,,,,,,,
Passeriformes,Corvidae,Corvus corax,1030.96305,1,179.67,1,0.0025594,57.333,11,0.0833,-1.079181246,0.060438,-1.218689916,42,3,0.014321,137000000,8.14,nonmigrant,69,1.838849091,1292.5,3.111430552,5.5,0.740362689,1,2,7489.600881,3.874458675,73.3339963,73.3339963,1.865305352,,93.72197844
Passeriformes,Corvidae,Corvus cryptoleucus,698.6829501,1,230.33,1,0.0014472,75.667,4,0.2,-0.698970004,0.025551,-1.592592098,56,3,0.025,1790000,6.25,migrant,21.8,1.338456494,525,2.720159303,,,1,2,111.6981207,2.048045866,29.6272336,29.6272336,1.471691102,,-103.0637159
Passeriformes,Corvidae,Corvus frugilegus,1026,1,507.33,0,0,176.67,2,,,0.0075472,-2.122214141,140,1,0.0047619,37600000,7.58,migrant,22.9,1.359835482,448,2.651278014,2.616,0.41763774,,,,,,,,,
Galliformes,Phasianidae,Coturnix japonica,276.003,1,207.67,0,0,68.333,0,,,0,,53,0,0,9550000,6.98,migrant,6,0.77815125,97,1.986771734,,,1,2,29.66506242,1.472245266,44.759818,44.759818,1.650888312,,19.02026056
Passeriformes,Artamidae,Cracticus nigrogularis,3953.1456,1,640,6,0.00044823,224,20,0.2857,-0.544068044,0.0050986,-2.292549058,169,7,0.002327,9280000,6.97,nonmigrant,,,132,2.120573931,,,1,1,570.3362775,2.756130997,-24.798879,24.798879,1.39443205,,133.9372985
Passeriformes,Artamidae,Cracticus tibicen,1945.7064,1,469.33,2,0.0014751,157.67,22,0.087,-1.06069784,0.052041,-1.283654367,120,12,0.038462,10400000,7.02,nonmigrant,21,1.322219295,285,2.45484486,,,,,,,,,,,
Passeriformes,Pycnonotidae,Criniger phaeocephalus,3160.512,1,624.33,23,0.0099199,212.67,99,0.23,-0.638272164,0.16771,-0.775441041,158,56,0.13156,3600000,6.56,nonmigrant,,,31.5,1.498310554,,,,,,,,,,,
Struthioniformes,Tinamidae,Crypturellus soui,2418.0147,1,803.67,6,0.0030693,255.33,92,0.0645,-1.190331698,0.15692,-0.804321701,184,53,0.1221,15200000,7.18,nonmigrant,,,202.75,2.306960863,,,1,1,918.879545,2.963258584,-4.492189662,4.492189662,0.652458084,,-60.47726115
Passeriformes,Thraupidae,Cyanerpes caeruleus,1908.4653,1,776.67,8,0.0053648,264.33,21,0.3636,-0.439332694,0.040984,-1.387385657,200,12,0.031667,8780000,6.94,nonmigrant,17,1.230448921,10.9,1.037426498,,,1,2,545.7490715,2.736993006,-2.77493756,2.77493756,0.443253215,,-63.46562591
Passeriformes,Paridae,Cyanistes caeruleus,2944.989,1,773.67,5,0.0030159,267.33,18,0.2632,-0.579783597,0.031255,-1.505080497,207,10,0.021685,16600000,7.22,nonmigrant,14.6,1.164352856,11.1,1.045322979,0.166,-0.779891912,,,,,,,,,
Passeriformes,Corvidae,Cyanopica cyanus,11588.4408,2,1600,27,0.001621356,536,126,0.2126,-0.672439957,0.033256416,-1.478124556,396,69,0.023790697,8770000,6.94,nonmigrant,,,96.5,1.984527313,0.272,-0.565431096,1,1,520.8524977,2.716714751,47.4568499,47.4568499,1.676298907,,122.1672859
Passeriformes,Thamnophilidae,Cymbilaimus lineatus,2557.8,1,795,3,0.0015574,249,28,0.1034,-0.985276743,0.041308,-1.383965832,184,14,0.026398,9350000,6.97,nonmigrant,,,37.5,1.574031268,,,1,1,543.8927216,2.735513247,-4.2344589,4.2344589,0.626797922,,-62.68042529
Passeriformes,Neosittidae,Daphoenositta chrysoptera,3880.872,1,759.33,13,0.0068197,257.67,65,0.197,-0.705600583,0.092881,-1.032073117,188,38,0.079394,9170000,6.96,nonmigrant,,,13.5,1.130333768,,,1,1,431.3939831,2.634874083,-25.61399287,25.61399287,1.408477284,,141.2846232
Passeriformes,Furnariidae,Dendrocincla fuliginosa,3320.0244,1,789.67,5,0.0022822,254.33,72,0.0685,-1.164352856,0.10875,-0.963570734,183,41,0.087672,12300000,7.09,nonmigrant,,,40,1.602059991,0.491,-0.308918508,1,1,695.5447242,2.842325061,-3.314328337,3.314328337,0.52039553,,-63.13568257
Piciformes,Picidae,Dendrocopos major,7341.409448,2,1172.34,42,0.00406593,342.663,39,1.05,0.021189299,0.019674521,-1.706095832,239,21,0.017517453,57800000,7.76,nonmigrant,12.7,1.103803721,79,1.897627091,0.9,-0.045757491,1,1,3248.197298,3.511642401,52.312379,52.312379,1.718604471,,74.86117907
Passeriformes,Parulidae,Dendroica occidentalis,4597.7847,1,780.33,9,0.00089385,260.67,20,0.4286,-0.367976785,0.0078288,-2.106304802,198,9,0.0040367,718000,5.86,migrant,9.1,0.959041392,10.25,1.010723865,,,,,,,,,,,
Passeriformes,Parulidae,Dendroica townsendi,5998.0338,1,780.33,12,0.0024108,260.67,56,0.2105,-0.67669361,0.015634,-1.805929892,197,31,0.013113,3660000,6.56,migrant,10.7,1.029383778,9,0.954242509,,,,,,,,,,,
Passeriformes,Dicruridae,Dicrurus forficatus,7103.895,2,1279.67,12,0.001149169,445.33,64,0.1846,-0.733732111,0.014227701,-1.84686527,328,39,0.012162246,846000,5.93,nonmigrant,,,13.25,1.122215878,0.189,-0.723538196,,,,,,,,,
Passeriformes,Petroicidae,Drymodes brunneopygia,1264.5,1,629,0,0,214,1,,,0.0031153,-2.506500125,164,1,0.004065,2660000,6.42,nonmigrant,,,33.5,1.525044807,,,1,1,88.15174762,1.945230927,-31.3773795,31.3773795,1.49661667,,119.0335334
Pelecaniformes,Ardeidae,Egretta eulophotes,5983.2822,2,1010.66,0,0,345.34,27,,,0.009864057,-2.005944427,272,16,0.007058326,1240000,6.09,migrant,,,465,2.667452953,,,,,,,,,,,
Passeriformes,Tyrannidae,Elaenia frantzii,1041,1,782,0,0,259,0,,,0,,196,0,0,2230000,6.35,nonmigrant,,,17,1.230448921,,,1,2,21.33918731,1.329177876,8.36487937,8.36487937,0.922459682,,-77.53141402
Passeriformes,Tyrannidae,Elaenia martinica,2328.966,1,763.67,0,0,256.33,5,,,0.010403,-1.982841402,191,0,0,2330000,6.37,nonmigrant,13.6,1.133538908,21.25,1.327358934,,,,,,,,,,,
Caprimulgiformes,Caprimulgidae,Eleothreptus candicans,1340.8356,1,337.33,4,0.0057043,106.67,4,0.8,-0.096910013,0.010938,-1.961062081,76,2,0.010965,3100,3.49,nonmigrant,,,48.5,1.685741739,,,1,3,119.951649,2.079006223,-18.6837811,18.6837811,1.27146477,,-53.70878762
Passeriformes,Tyrannidae,Empidonax difficilis,266.997,1,199.33,0,0,67.667,1,,,0.014778,-1.830384338,52,1,0.019231,3520000,6.55,migrant,6.9,0.838849091,10.5,1.021189299,,,1,1,0.286676033,-0.542608614,23.4155442,23.4155442,1.369504256,,-109.9380821
Passeriformes,Tyrannidae,Empidonax flaviventris,1762.4718,1,637.33,0,0,208.67,5,,,0.010543,-1.977035793,157,3,0.0076433,7140000,6.85,migrant,4,0.602059991,12.5,1.096910013,,,,,,,,,,,
Passeriformes,Tyrannidae,Empidonax traillii,4861.7505,1,864.33,13,0.0013186,278.67,29,0.4333,-0.363177902,0.0084376,-2.073781067,209,20,0.0072506,9860000,6.99,migrant,11,1.041392685,13.85,1.141449773,,,,,,,,,,,
Psittaciformes,Cacatuidae,Eolophus roseicapillus,3586.7415,1,454.67,6,0.00020548,160.33,21,0.2727,-0.56427143,0.013847,-1.858644308,124,16,0.016761,10100000,7,nonmigrant,40,1.602059991,328,2.515873844,1.248,0.096214585,,,,,,,,-29.5,
Passeriformes,Petroicidae,Eopsaltria australis,5156.6904,1,741.67,13,0.0030848,254.33,72,0.1781,-0.749379508,0.099769,-1.001004381,186,41,0.073068,2380000,6.38,nonmigrant,,,21.25,1.327358934,,,1,1,110.2934,2.042549525,-29.95814453,29.95814453,1.476514912,,148.0935143
Passeriformes,Alaudidae,Eremophila alpestris,5620.642494,3,1154.993,11,0.000781133,399.0067,46,0.234,-0.630705173,0.01685067,-1.773382826,313,26,0.012660212,140000000,8.15,migrant,8,0.903089987,35,1.544068044,0.33,-0.48148606,,,,,,,,33.3,
Passeriformes,Muscicapidae,Erithacus rubecula,2834.658,1,741.33,9,0.0057854,260.67,28,0.3103,-0.508155488,0.054135,-1.266521859,198,15,0.036588,23900000,7.38,migrant,19.3,1.285557309,19.5,1.290034611,0.28,-0.552841969,,,,,,,,,
Passeriformes,Estrildidae,Estrilda astrild,2788.5654,1,758,5,0.0014658,268,14,0.3333,-0.477121255,0.019279,-1.714915497,207,7,0.011809,22200000,7.35,nonmigrant,,,8.5,0.929418926,,,,,,,,,,,
Sphenisciformes,Spheniscidae,Eudyptes chrysolophus,1527.1824,1,334.33,3,0.00099701,109.67,14,0.2,-0.698970004,0.018416,-1.734804694,81,8,0.010974,18700000,7.27,migrant,,,4850,3.685741739,8.647,0.936865459,,,,,,,,,
Sphenisciformes,Spheniscidae,Eudyptula minor,800.6162904,1,197.33,0,0,60.667,10,,,0.088757,-1.051797385,44,6,0.073427,6870000,6.84,nonmigrant,25.6,1.408239965,1300,3.113943352,3.191,0.503926804,1,1,26.30757189,1.420080766,-41.494658,41.494658,1.617992189,,172.7080567
Passeriformes,Fringillidae,Euphonia violacea,615,1,457,0,0,158,1,,,0.0063291,-2.198658042,125,1,0.008,9350000,6.97,nonmigrant,,,14.75,1.16879202,,,1,1,410.5882105,2.613406475,-8.43641713,8.43641713,0.926158045,,-51.85697974
Psittaciformes,Psittacidae,Eupsittula canicularis,4296.9999,2,1188.33,2,0.000377094,392.67,15,0.125,-0.903089987,0.012051723,-1.918950859,297,8,0.01000936,1490000,6.17,nonmigrant,,,74,1.86923172,,,,,,,,,,,
Passeriformes,Pycnonotidae,Eurillas latirostris,1854.057,1,475.67,0,0,157.33,7,,,0.015948,-1.797293773,119,6,0.017418,8380000,6.92,nonmigrant,,,30,1.477121255,,,,,,,,,,,
Falconiformes,Falconidae,Falco cherrug,2075.5197,1,684.33,1,0.00048709,224.67,6,0.1429,-0.84509804,0.013353,-1.874421151,174,2,0.0061303,21100000,7.32,migrant,15.9,1.201397124,997.5,2.998912904,,,1,1,225.0216415,2.352224288,36.894944,36.894944,1.566966855,,63.10356071
Falconiformes,Falconidae,Falco peregrinus,2617.3377,1,721,3,0.0015411,242,17,0.1667,-0.77815125,0.023646,-1.626242315,181,6,0.010743,387000000,8.59,migrant,25,1.397940009,916.25,2.962013988,,,1,2,1487.807528,3.172546752,-17.1611337,17.1611337,1.234545975,,170.7413904
Passeriformes,Muscicapidae,Ficedula parva,5275.7388,1,766.67,14,0.0049976,271.33,58,0.2373,-0.624723976,0.059818,-1.223168112,205,28,0.03825,9310000,6.97,migrant,,,10,1,,,,,,,,,,,
Suliformes,Fregatidae,Fregata andrewsi,1506.9726,1,617.33,1,0.00080994,204.67,2,0.3333,-0.477121255,0.004886,-2.311046537,154,2,0.0064935,16,1.2,migrant,25.6,1.408239965,1475,3.16879202,,,,,,,,,,,
Suliformes,Fregatidae,Fregata magnificens,5163.3036,2,821,0,0,271,7,,,0.00594919,-2.225542161,205,5,0.004435298,32700000,7.51,nonmigrant,34,1.531478917,1343.5,3.128237671,,,1,2,0.191364882,-0.718137758,16.8221146,16.8221146,1.225880587,,-65.68139101
Suliformes,Fregatidae,Fregata minor,1712.4726,1,616.67,1,0.00064865,205.33,3,0.25,-0.602059991,0.0058442,-2.23327493,155,3,0.0077419,126000000,8.1,nonmigrant,43,1.633468456,1326.25,3.122625397,,,1,1,0.00790967,-2.101841635,-7.94312442,7.94312442,0.899991365,,-14.36637497
Passeriformes,Fringillidae,Fringilla coelebs,7777.9062,2,1256.67,10,0.002180873,417.33,87,0.1136,-0.944482672,0.049554964,-1.304912835,313,59,0.041939679,28200000,7.45,migrant,29,1.462397998,26,1.414973348,0.373,-0.428291168,,,,,,,,,
Gruiformes,Rallidae,Gallirallus philippensis,1587.6,1,486,1,0.00058789,162,5,0.1667,-0.77815125,0.011758,-1.929666544,121,2,0.0047226,41700000,7.62,migrant,,,178.5,2.25163822,0.975,-0.010995384,,,,,,,,,
Galliformes,Phasianidae,Gallus gallus,8385.59369,3,1485.33,4,0.000436675,479.667,7,0.5,-0.301029996,0.005666685,-2.246670928,361,3,0.002732392,33900000,7.53,nonmigrant,30,1.477121255,913,2.960470778,6.005,0.778513012,1,7,446.6505271,2.649967851,19.797483,19.797483,1.296609979,,97.78939483
Passeriformes,Leiotrichidae,Garrulax elliotii,18306.288,5,2760.67,32,0.000681951,935.33,110,0.2883,-0.540173,0.010758203,-1.968260265,710,71,0.008656948,1800000,6.26,nonmigrant,,,56,1.748188027,,,,,,,,,,,
Passeriformes,Corvidae,Garrulus glandarius,2829.3339,1,776.33,5,0.0027193,264.67,9,0.5,-0.301029996,0.014694,-1.832859964,204,3,0.0076253,43100000,7.63,nonmigrant,17.9,1.252853031,163,2.212187604,1.386,0.14176323,,,,,,,,,
Gaviiformes,Gaviidae,Gavia immer,6489.5415,2,1196,2,0.000101397,403,3,0.5,-0.301029996,0.000598292,-3.223086804,311,3,0.000789448,27200000,7.43,migrant,24.1,1.382017043,3630,3.559906625,,,,,,,,,,,
Charadriiformes,Laridae,Gelochelidon nilotica,2505.9867,1,536.33,7,0.0036854,180.67,6,1,0,0.0067974,-2.167657173,136,2,0.001548,145000000,8.16,migrant,16,1.204119983,225,2.352182518,,,1,2,135.7544378,2.132754036,-36.3125878,36.3125878,1.5600572,,-60.12673804
Columbiformes,Columbidae,Geotrygon saphirina,1548,1,776,11,0.0094502,256,38,0.2821,-0.549671922,0.098958,-1.004549091,188,17,0.060284,1310000,6.12,nonmigrant,,,169.2,2.228400359,,,1,1,46.40752525,1.66658841,-2.8766343,2.8766343,0.458884655,,-73.5126399
Strigiformes,Strigidae,Glaucidium brasilianum,3553.6449,1,664.33,8,0.0014153,232.67,18,0.4211,-0.375663614,0.010493,-1.979100327,177,9,0.0058186,25100000,7.4,nonmigrant,,,75,1.875061263,,,1,1,1209.025299,3.082435389,-7.4741729,7.4741729,0.87356314,,-61.03638692
Passeriformes,Furnariidae,Glyphorynchus spirurus,8862.030441,5,1511.67,88,0.011010249,489.333,204,0.4293,-0.367271189,0.098070163,-1.008463103,335,102,0.070070552,13500000,7.13,nonmigrant,,,15.75,1.197280558,,,,,,,,,,,
Passeriformes,Thraupidae,Gubernatrix cristata,522.0045,1,265.67,1,0.0025094,82.333,1,0.5,-0.301029996,0.0080972,-2.091665134,60,0,0,1820000,6.26,nonmigrant,,,48.4,1.684845362,,,,,,,,,,,
Passeriformes,Troglodytidae,Henicorhina leucophrys,4184.7936,1,734,16,0.0050736,262,92,0.172,-0.764362966,0.11856,-0.926061809,188,50,0.086188,8700000,6.94,nonmigrant,,,15.6,1.193124598,,,1,1,59.99165437,1.778090838,3.13346934,3.13346934,0.49602545,,-75.16979481
Passeriformes,Troglodytidae,Henicorhina leucosticta,3451.7457,1,856,9,0.0050977,287,72,0.1233,-0.909080351,0.13045,-0.884555917,213,41,0.099872,8050000,6.91,nonmigrant,,,15.7,1.195899652,,,,,,,,,,,
Passeriformes,Hirundinidae,Hirundo rustica,4714.392,1,666,5,0.00015759,222,16,0.2941,-0.531478917,0.012364,-1.907841004,165,9,0.0046191,205000000,8.31,migrant,16,1.204119983,20,1.301029996,0.315,-0.501689446,1,2,169.4213771,2.228968207,35.41312825,35.41312825,1.549164292,,91.46073171
Procellariiformes,Hydrobatidae,Hydrobates pelagicus,1887.4698,1,679,0,0,227,9,,,0.022026,-1.657064365,174,6,0.01954,84900000,7.93,migrant,33.8,1.5289167,26.5,1.423245874,,,1,1,4798.372757,3.681093983,12.8674,12.8674,1.109490802,,-20.46753669
Charadriiformes,Laridae,Hydroprogne caspia,456,1,339,0,0,117,1,,,0.008547,-2.068186296,87,1,0.011494,226000000,8.35,migrant,30,1.477121255,678,2.831229694,,,1,1,389.4517524,2.590453662,-28.85557159,28.85557159,1.460229682,,143.3342813
Passeriformes,Vireonidae,Hylophilus ochraceiceps,3394.6704,1,777,9,0.0027211,267,104,0.0857,-1.06694679,0.097093,-1.01281208,199,59,0.077148,10600000,7.03,nonmigrant,,,10.95,1.039414119,,,,,,,,,,,
Passeriformes,Nectariniidae,Hypogramma hypogrammicum,3518.7195,1,643.67,6,0.00073561,223.33,26,0.2222,-0.653212514,0.017843,-1.748532125,167,16,0.013904,6220000,6.79,nonmigrant,,,11.55,1.062581984,0.172,-0.764471553,,,,,,,,,
Passeriformes,Monarchidae,Hypothymis azurea,3618.5367,1,720,7,0.0010215,249,49,0.14,-0.853871964,0.035766,-1.446529628,186,26,0.027349,19800000,7.3,migrant,,,12.5,1.096910013,0.18,-0.744727495,1,1,603.2187874,2.780474859,2.4716957,2.4716957,0.392995002,,94.27972614
Passeriformes,Icteridae,Icterus abeillei,3004.4784,1,692.67,1,0.00019249,231.33,3,0.25,-0.602059991,0.0017291,-2.762179889,176,1,0.00075758,351000,5.55,migrant,,,34,1.531478917,,,,,,,,,,,
Passeriformes,Icteridae,Icterus galbula,3278.0748,1,692.67,1,0.00027354,231.33,11,0.0833,-1.079181246,0.007417,-2.129771721,175,7,0.0053534,6750000,6.83,migrant,14,1.146128036,33.75,1.528273777,0.504,-0.297569464,,,,,,,,,
Passeriformes,Icteridae,Icterus northropi,2368.596,2,551.337,1,0.000242983,180.663,0,1,0,0,,141,0,0,8200,3.91,nonmigrant,,,38.8,1.588831726,,,1,1,0.469429264,-0.32842984,24.69552569,24.69552569,1.392618275,,-78.05107842
Ciconiiformes,Ciconiidae,Jabiru mycteria,754.5868638,1,165.33,6,0.0063888,41.667,2,2,0.301029996,0.013818,-1.859554812,26,1,0.018648,18000000,7.26,migrant,27.4,1.437750563,6164.5,3.789897857,,,1,1,763.4779433,2.882796495,-11.152846,11.152846,1.047385705,,-59.35195675
Galliformes,Phasianidae,Lagopus lagopus,675,1,343.67,0,0,106.33,0,,,0,,80,0,0,55900000,7.75,nonmigrant,9,0.954242509,648.75,2.812077371,2.872,0.458184436,1,2,3059.753492,3.485686439,69.287941,69.287941,1.840657656,,112.4621767
Galliformes,Phasianidae,Lagopus muta,4427.6841,1,777.67,7,0.0010066,251.33,4,1.4,0.146128036,0.0020472,-2.688839727,194,2,0.0021612,77700000,7.89,altitudil migrant,,,608.5,2.784260583,2.738,0.437433444,1,2,2940.653848,3.468443906,7.44215664,7.44215664,0.871698807,,147.9717204
Passeriformes,Campephagidae,Lalage tricolor,3519.3087,1,776.33,5,0.00075771,264.67,23,0.2083,-0.681241237,0.018614,-1.73016029,204,14,0.01521,10300000,7.01,migrant,,,28.75,1.458637849,,,1,1,408.0701586,2.610734837,-21.693628,21.693628,1.336332189,,133.7870595
Camprimulgiformes,Trochilidae,Lampornis amethystinus,2159.879421,2,561.33,9,0.004274941,182.667,15,0.5625,-0.249877473,0.028481183,-1.545441976,135,10,0.027100612,965000,5.98,nonmigrant,,,5.9,0.770852012,,,1,1,16.595111,1.219980162,19.7132265,19.7132265,1.294757712,,-103.0077476
Passeriformes,Laniidae,Lanius collurio,2944.989,1,776.67,1,0.00025751,264.33,17,0.0556,-1.255272505,0.024632,-1.608500324,202,7,0.013861,18900000,7.28,migrant,10.1,1.004321374,28.25,1.451018452,0.383,-0.416801226,,,,,,,,,
Passeriformes,Laniidae,Lanius meridionalis,915.0297,1,232,1,0.0013062,71,0,1,0,0,,50,0,0,763000,5.88,nonmigrant,,,60,1.77815125,,,,,,,,,,,
Charadriiformes,Laridae,Larus heermanni,6430.908,1,781,17,0.00076391,251,18,0.8947,-0.04830468,0.00085547,-3.067795216,181,12,0.00087804,1100000,6.04,migrant,24,1.380211242,507,2.705007959,,,1,1,77.18781604,1.887548753,27.48431564,27.48431564,1.439084927,,-114.1657411
Charadriiformes,Laridae,Larus relictus,1023,1,765,1,0.0013072,258,0,1,0,0,,195,0,0,2670000,6.43,migrant,,,542.5,2.734399743,,,,,,,,,,,
Passeriformes,Furnariidae,Lepidocolaptes affinis,7964.6679,2,1390.33,15,0.00090113,460.67,46,0.3191,-0.496006599,0.012351399,-1.908283849,347,22,0.007829449,1010000,6,nonmigrant,,,31.75,1.50174373,,,1,1,20.21885446,1.305756546,19.31697291,19.31697291,1.285939071,,-98.06714415
Passeriformes,Pipridae,Lepidothrix coronata,2543.1,1,793,4,0.0020417,245,71,0.0556,-1.255272505,0.1104,-0.957030927,176,34,0.068723,5050000,6.7,nonmigrant,,,8.5,0.929418926,0.15,-0.823908741,1,4,263.4024403,2.420619794,-3.546262435,3.546262435,0.549770872,,-69.62160754
Passeriformes,Fringillidae,Leucosticte tephrocotis,4325.1417,1,766.33,1,0.00013032,256.67,3,0.25,-0.602059991,0.0025133,-2.599755669,194,1,0.00026434,10600000,7.03,migrant,6.6,0.819543936,25,1.397940009,,,,,,,,,,,
Charadriiformes,Scolopacidae,Liocichla steerii,5199.4998,1,767.67,8,0.00034101,255.33,34,0.2286,-0.640978057,0.0089691,-2.047251134,188,19,0.0061336,16200,4.21,nonmigrant,,,32,1.505149978,,,1,1,1.278926974,0.106845747,23.83926234,23.83926234,1.377292813,,121.1015686
Passeriformes,Thraupidae,Loxigilla noctis,2808.507,1,689.33,5,0.002198,240.67,9,0.5,-0.301029996,0.012277,-1.910907744,181,5,0.010631,167000,5.22,nonmigrant,,,18.25,1.261262869,,,,,,,,,,,
Passeriformes,Fringillidae,Loxops coccineus,8707.0959,2,1669.67,26,0.002675176,454.33,19,1.3,0.113943352,0.006198805,-2.207692025,296,8,0.003788893,2300,3.36,nonmigrant,10,1,11.1,1.045322979,,,1,3,0.698108312,-0.156077191,19.58583715,19.58583715,1.291942139,,-155.512978
Passeriformes,Muscicapidae,Luscinia svecica,2133.807,1,294,4,0.001828,96,16,0.2353,-0.62838893,0.0040119,-2.396649901,70,10,0.0035959,41200000,7.61,migrant,11.4,1.056904851,18.5,1.267171728,0.358,-0.446116973,,,,,,,,66,
Passeriformes,Timaliidae,Macronous gularis,3148.0149,1,626,13,0.0050817,217,79,0.1625,-0.789146635,0.11544,-0.937643682,158,50,0.09989,11000000,7.04,nonmigrant,,,12,1.079181246,,,,,,,,,,,
Passeriformes,Pellorneidae,Malacocincla malaccensis,3064.248,1,592,8,0.0038789,203,87,0.0909,-1.041392685,0.17498,-0.757011588,144,46,0.13014,3190000,6.5,nonmigrant,,,22.75,1.356981401,,,,,,,,,,,
Passeriformes,Meliphagidae,Manorina melanocephala,3230.4312,1,778.67,4,0.00079031,262.33,22,0.1739,-0.759667845,0.021797,-1.661603276,197,13,0.017571,3520000,6.55,nonmigrant,,,62.925,1.798823224,,,,,,,,,,,
Piciformes,Picidae,Melanerpes chrysogenys,4430.0592,2,757,9,0.001596532,251,18,0.4737,-0.324511092,0.014626595,-1.834856764,197,14,0.015040095,395000,5.6,nonmigrant,,,71.5,1.854306042,,,1,1,13.88990785,1.142699365,19.4544361,19.4544361,1.289018647,,-102.3949363
Psittaciformes,Psittacidae,Melopsittacus undulatus,1974.4641,1,803.33,0,0,273.67,0,,,0,,211,0,0,7160000,6.85,nonmigrant,21,1.322219295,27.5,1.439332694,0.298,-0.525783736,,,,,,,,,
Passeriformes,Passerellidae,Melospiza melodia,4836.2295,1,855.33,6,0.00061005,281.67,11,0.5,-0.301029996,0.0039281,-2.405817465,213,6,0.0040207,26700000,7.43,migrant,11.3,1.053078443,32.45,1.511214701,0.25,-0.602059991,1,1,558.6364334,2.747129256,41.221393,41.221393,1.615122664,29.7,-102.8224136
Anseriformes,Anatidae,Mergus octosetaceus,786.45,1,240,6,0.014286,81,19,0.3,-0.522878745,0.12463,-0.904377405,59,9,0.085553,1270000,6.1,nonmigrant,,,650,2.812913357,,,1,2,114.5772771,2.059098497,-21.1524958,21.1524958,1.325361617,,-49.17594575
Coraciiformes,Meropidae,Merops apiaster,10151.616,2,1327.67,27,0.000743586,448.33,72,0.3699,-0.431959096,0.007289361,-2.137310541,344,39,0.004823832,55700000,7.75,migrant,5.9,0.770852012,61,1.785329835,,,1,1,38.32981026,1.583536669,-3.4171468,3.4171468,0.533663636,,23.04431999
Passeriformes,Polioptilidae,Microbates cinereiventris,1963.4643,1,801.67,6,0.0037422,269.33,66,0.0896,-1.047923552,0.12438,-0.905249448,199,42,0.1072,2570000,6.41,nonmigrant,,,12,1.079181246,,,1,3,45.06899343,1.653877859,-0.545357567,0.545357567,-0.263318657,,-76.75681674
Passeriformes,Troglodytidae,Microcerculus marginatus,3628.7856,1,835.67,5,0.0021882,280.33,76,0.0649,-1.187520721,0.11646,-0.933823214,200,41,0.089048,8480000,6.93,nonmigrant,,,18.8,1.274157849,,,1,3,391.9015583,2.59317699,-5.7272294,5.7272294,0.757944579,,-65.65015298
Accipitriformes,Accipitridae,Milvus migrans,1479.5784,1,492.33,1,0.00067705,155.67,4,0.2,-0.698970004,0.011563,-1.936929474,114,3,0.011111,181000000,8.26,migrant,24,1.380211242,847,2.92788341,,,1,1,3175.168269,3.501766746,-0.61174338,0.61174338,-0.213430722,,21.07312193
Passeriformes,Tyrannidae,Mionectes oleagineus,2699.2089,1,776.67,3,0.0011956,264.33,2,1,0,0.0025671,-2.590557213,202,1,0.0012376,16600000,7.22,nonmigrant,,,12,1.079181246,0.163,-0.787812396,1,1,735.2247087,2.866420094,-1.94478811,1.94478811,0.288872291,,-64.89391815
Coraciiformes,Momotidae,Momotus mexicanus,4323.1152,2,842.66,7,0.00166041,297.34,54,0.1273,-0.895264649,0.068087614,-1.166931885,232,36,0.059418808,924000,5.97,nonmigrant,10.4,1.017033339,87.5,1.942008053,,,1,1,27.90741938,1.445719679,19.9654893,19.9654893,1.300279958,,-101.772882
Passeriformes,Muscicapidae,Monticola brevipes,562.5,1,286,0,0,89,1,,,0.0074906,-2.125483394,68,0,0,2180000,6.34,nonmigrant,,,33,1.51851394,,,1,1,93.23890694,1.969597174,-24.47159271,24.47159271,1.388662236,,19.98229125
Passeriformes,Muscicapidae,Monticola rupestris,375,1,286,0,0,89,0,,,0,,68,0,0,1050000,6.02,nonmigrant,,,62,1.792391689,,,1,1,51.78675535,1.714218702,-29.13938389,29.13938389,1.464480365,,27.5969917
